user_id,review_id,text,votes.cool,business_id,votes.funny,stars,date,type,votes.useful
JPPhyFE-UE453zA6K0TVgw,mjCJR33jvUNt41iJCxDU_g,"Cold cheap beer. Good bar food. Good service. 

Looking for a great Pittsburgh style fish sandwich, this is the place to go. The breading is light, fish is more than plentiful and a good side of home cut fries. 

Good grilled chicken salads or steak.  Soup of day is homemade and lots of specials. Great place for lunch or bar snacks and beer.",0,UsFtqoBl7naz8AVUBZMjQQ,0,4,2014-11-28,review,0
pl78RcFgklDns8atQegwVA,kG7wxkBu62X6yxUuZ5IQ6Q,"Possibly the most overhyped establishment in Allegheny County. If you're not a regular, you will be ignored by those who're tending bar. Beer selection is okay, the prices are good and the service is terrible. I would go here, but only if it was someone else's idea.",0,UsFtqoBl7naz8AVUBZMjQQ,0,2,2016-02-24,review,0
fhNxoMwwTipzjO8A9LFe8Q,XsA6AojkWjOHA4FmuAb8XQ,"Decent range somewhat close to the city.  The mats are pretty solid; however, the grass range needs to be tended too.  It's like hitting out of US Open type rough...not very amenable to practicing.  Which kind of defeats the purpose of going to a golf range...Still gets 3 stars because the range is lit up at night which is excellent for those of us who are addicted to this amazing game, but are somewhat short on time (having a job kinda sucks sometimes, no?).",0,cE27W9VPgO88Qxe4ol6y_g,0,3,2012-08-19,review,1
-6rEfobYjMxpUWLNxszaxQ,rkD7UDbQ9VM3Va6bI-eBHQ,"Owning a driving range inside the city limits is like a license to print money.  I don't think I ask much out of a driving range.  Decent mats, clean balls and accessible hours.  Hell you need even less people now with the advent of the machine that doles out the balls.  This place has none of them.  It is april and there are no grass tees yet.  BTW they opened for the season this week although it has been golfing weather for a month.  The mats look like the carpet at my 107 year old aunt Irene's house.  Worn and thread bare.  Let's talk about the hours.  This place is equipped with lights yet they only sell buckets of balls until 730.  It is still light out.  Finally lets you have the pit to hit into.  When I arrived I wasn't sure if this was a driving range or an excavation site for a mastodon or a strip mining operation.  There is no grass on the range. Just mud.  Makes it a good tool to figure out how far you actually are hitting the ball.  Oh, they are cash only also.

Bottom line, this place sucks.  The best hope is that the owner sells it to someone that actually wants to make money and service golfers in Pittsburgh.",0,cE27W9VPgO88Qxe4ol6y_g,0,1,2013-04-18,review,1
KZuaJtFindQM9x2ZoMBxcQ,WExNE-f93SL4D1q8s9QWKg,"This place is absolute garbage...  Half of the tees are not available, including all the grass tees.  It is cash only, and they sell the last bucket at 8, despite having lights.  And if you finish even a minute after 8, don't plan on getting a drink.  The vending machines are sold out (of course) and they sell drinks inside, but close the drawers at 8 on the dot.  There are weeds grown all over the place.  I noticed some sort of batting cage, but it looks like those are out of order as well.  Someone should buy this place and turn it into what it should be.",0,cE27W9VPgO88Qxe4ol6y_g,0,1,2013-07-14,review,0
H9E5VejGEsRhwcbOMFknmQ,iS34GJhMkkt9kCoTJLYEwA,"Before I finally made it over to this range I heard the same thing from most people - it's just fine to go work on your swing. I had such a low expectation I was pleasantly surprised. 

It's a fairly big range - if you are familiar with Scally's in Moon, it seems like it has almost as many tees, though its not nearly as nice a facility. 

The guys in the pro shop were two of the friendlier guys I've come across at ranges or at courses. Yards were indeed marked and there are some targets to aim for, and even some hazards to aim away from. 

A big red flag to me was the extra charge ($3) to hit off the grass. I am no range expert, but this is the 4th one I've been to and the first I've seen of that sort of nickel and diming....

Price for the golf balls was reasonable and I do plan to be back every week until they close up in October for the season. Hopefully, since its for sale, it will reopen as a golf facility again.",0,cE27W9VPgO88Qxe4ol6y_g,0,4,2013-08-16,review,0
ljwgUJowB69klaR8Au-H7g,S-G0D8Cy7PnqShoBZu8PCA,"I drove by yesterday to get a sneak peak.  It re-opens on July 14th and I can't wait to take my kids.  The new range looks amazing.  The entire range appears to be turf, which may or many not help your game, but it looks really nice.  The tee boxes look state of the art and the club house looks like something you'll see on a newer course.  Can't wait to experience it!",0,cE27W9VPgO88Qxe4ol6y_g,0,4,2014-07-11,review,0
LWbYpcangjBMm4KPxZGOKg,6w6gMZ3iBLGcUM4RBIuifQ,"This place was DELICIOUS!!  My parents saw a recommendation to visit this place from Rick Sebak's ""25 Things I Like About Pittsburgh"" and he's usually pretty accurate.  His recommendations were to try the Reuben, Fish Sandwich and Open-Faced Steak Sandwich.  We went early afternoon for a late lunch today (a Saturday) and were seated right away.  The staff is extremely friendly.  My Mom & I each had the fish sandwich, while my Dad & Brother had a Reuben sandwich.  The fish was very good, but the Reuben was to die for!  Both dishes were massive, and could very easily be shared between two people.  On top of being extremely large portions, it was incredibly affordable.  The giant fish sandwich was $8 and the giant Reuben was $7.50.  Our drinks were always filled and we were checked on several times during the meal.  We will definitely be back!!!  Oh and a bit of advice ahead of time - they take CASH ONLY.  So come prepared, but I'm pretty sure I saw an ATM there as well.  And I do believe they are closed on Sundays & Mondays.",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2012-12-01,review,5
m1FpV3EAeggaAdfPx0hBRQ,jVVv_DA5mCDB6mediuwHAw,Can't miss stop for the best Fish Sandwich in Pittsburgh.,0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2013-03-15,review,0
8fApIAMHn2MZJFUiCQto5Q,3Es8GsjkssusYgeU6_ZVpQ,"This place should have a lot more reviews - but I'm glad it doesn't, they don't need to get any busier.

Its been there ages, and looks it. If you're all about ambiance, don't bother. If you pretend you're in a movie set in Pittsburgh 30 years ago it works pretty well. The service is sometimes hit or miss. Most of girls are good, one is very slow, one is amazing. They are all friendly and usually a few different people will check in to make sure that you're happy. Everything is made fresh so be prepared that nothing comes flying out of that kitchen - busy times it can take a good while to get food. 

The food is AWESOME! Worth any little complaints I might think up before it gets there. Once its on the table, I forget them all.

-Fish Sandwiich
-Salmon (huge and delicious)
-Flounder
-Shrimp a few ways (""Norfolk"" style is oily for my taste, and I never had it growing up in Norfolk.)
-Hawkins St Special
-Prime Rib (sized for two, watch it)

The prices are low, the portions are large, and just about everything on the menu  is delicious. I'm not one to pick a place because they give you a lot of food, but if you like a good value and don't want to compromise on taste, this place is a gem.",1,mVHrayjG3uZ_RLHkLj-AMg,0,5,2013-03-30,review,3
uK8tzraOp4M5u3uYrqIBXg,KAkcn7oQP1xX8KsZ-XmktA,"This place was very good. I found out about Emil's when watching a show called ""25 Things I Love About Pittsburgh"" on WQED hosted by Rick Seback. This place ain't a luxurious restaurant...it's a beer & a shot bar / lounge. But the people are friendly & the food is good. I had the fish sandwich which was great. It ain't in a great part of town, Rankin, but I've been in worse places!! Try this place.",0,mVHrayjG3uZ_RLHkLj-AMg,0,4,2013-10-20,review,1
6wvlM5L4_EroGXbnb_92xQ,BZNJkkP0bXnwQ2-sCqat2Q,"Old school.....traditional ""mom 'n pop"" quality and perfection. The best fish and chips you'll ever enjoy and equally superb fried shrimp. A great out of the way, non-corporate, vestige of Americana. You will love it.",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2013-11-07,review,0
345nDw0oC-jOcglqxmzweQ,VDTIbR3G5_IPkpXbo2MutA,"Seen this restaurant on 25 best places in Pittsburgh with Rick Seback
ack. Went there with my girlfriend she grew up with the owner. She's very nice all employees are super nice service was excellent i had the fish sandwich my girlfriend had the Ruben more than you could possibly eat very reasonable prices. Going back to try the burgers  i heard there enormous and very tasty.",1,mVHrayjG3uZ_RLHkLj-AMg,0,5,2014-03-22,review,2
u9ULAsnYTdYH65Haj5LMSw,5uyYmniYyIB_wtKtyXDudQ,Wonderful reuben.  Map shown on Yelp page is incorrect. It is actually a different Hawkins.  I'd recommend a call for directions 412-271-9911.,0,mVHrayjG3uZ_RLHkLj-AMg,0,4,2014-09-29,review,0
pdHC0oAcG7gNdhuFRAUu0Q,zyn_Libz9VZTZ--OdC4-tQ,Good fish sandwich.,0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2014-09-29,review,0
tAKjY3bQXH51msJbOHYPmQ,uf61rPucuICXhSPXlZ1hIQ,"After a morning of Thrift Store hunting, a friend and I were thinking of lunch, and he suggested Emil's after he'd seen Chris Sebak do a bit on it and had tried it a time or two before, and I had not. He said they had a decent Reuben, but to be prepared to step back in time.

Well, seeing as how I'm kind of addicted to late 40's and early 50's, and the whole Rat Pack scene, stepping back in time is a welcomed change in da burgh...as long as it doesn't involve 1979, which I can see all around me every day.

And yet another shot at finding a decent Reuben in da burgh...well, that's like hunting the Holy Grail. So looking under one more bush certainly wouldn't hurt.

So off we go right at lunchtime in the middle of...where exactly were we? At first I thought we were lost, driving around a handful of very rather dismal looking blocks in what looked like a neighborhood that had been blighted by the building of a highway. And then...AHA! Here it is! And yep, there it was. This little unassuming building with an add-on entrance with what looked like a very old hand painted sign stating quite simply 'Emil's. 

We walked in the front door, and entered another world. Another time, and another place. Oh, and any Big Burrito/Sousa foodies might as well stop reading now. I wouldn't want to see you walk in, roll your eyes and say 'Reaaaaaalllly?'

This is about as old world bar/lounge/restaurant as it gets. Plain, with a dark wood bar on one side, plain white walls with no yinzer pics, good sturdy chairs and actual white linens on the tables. This is the kind of neighborhood dive that I could see Frank and Dino pulling a few tables together for some poker, a fish sammich, and some cheap scotch. And THAT is exactly what I love.

Oh...but good food counts too. 

We each had a Reuben, and my friend had a side of fries. The Reubens were decent, but not NY awesome. A little too thick on the bread, but overall, tasty and definitely filling. Not too skimpy on the meat. I seriously CRAVE a true, good NY Reuben, but since I can't afford to travel right now, what I find in da burgh will have to do. But as we sat and ate, burgers came out to an adjoining table. Those were some big thick burgers. A steak went past for the table behind us. That was HUGE! And when we asked about it, the waitress said 'Yeah, it's huge and really good, and he only charges $12.99 for it, ain't that nuts?' Another table of five came in, and wham. Fish sandwiches PILED with breaded fish that looked amazing. Yeah, I want that, that, that and THAT!

My friend also mentioned that they have a Chicken Parm special one day of the week that is only served UNTIL 4 pm, and that it is fantastic. If only I could GET there on that week day before 4...

The waitress did a good job, especially since there was quite a growing crowd at lunchtime on a Saturday, and only one of her. She kept up and was very friendly. 

They only have Pepsi products, so I had a brewed iced tea, which was very fresh, and she did pop by to ask about refills as often as she could. As the lunch hour went on, they were getting busy.

Emil's is no frills, good portions, very reasonable prices, VERY comfortable neighborhood hole in the wall...kind of like Cheers, but in a blue collar neighborhood in the 1950's. Fan-freakin-tastic! I could feel at home here.

You definitely want to hit Mapquest or plug in your GPS though. I am not sure that I could find it again on my own...it really is a hidden gem. I will be making my friend take me back until I can memorize where the heck it is.

Addendum: 2nd visit for the fish sandwich. Excellent. Truly. A pound of fish on a fish-shaped bun (as opposed to da burgh's seemingly popular hamburger bun). The fish was flavorful, the batter excellent, and for just $8. This may have been the best fish sandwich I've yet to have in da burgh.",2,mVHrayjG3uZ_RLHkLj-AMg,0,5,2014-11-03,review,3
Kq8-FUG7d_MT2qRNiNBJnA,xY2gjy49dnpQSB2RTZzqCw,"This is a hidden gem, no really. It took us forever to find but well worth it. It is right across the street from the Rankin Police Station. The menu has a wide selection, I really couldn't decide what I wanted but I went with the ribeye sandwich. I'm glad i did too. Huge sandwich! I added mushrooms, it was very flavorful. My boyfriend got the fish sandwich, he enjoyed it as well. Fast and friendly service. Will definitely be back.",0,mVHrayjG3uZ_RLHkLj-AMg,0,4,2014-12-18,review,0
a0ULPTNi05w-BNVovVUz2w,1W1vq7D1ofwFKbCA_GWu_A,"From reading the other reviews, I see this place was on some top 25 places in Pittsburgh list a few years ago.  I haven't seen it myself, but have known of this place for a while before my first visit in 2013.  It wasn't until my almost 80yo buddy, Mr. Italo Donatucci (world's coolest old Italian dude) brought me one of the best fish sandwiches I ever had that I became hooked!  I've had at least 10 since then, but only during the Lent season.  I gave my 5 rating based on the fish sandwich alone.  Try it without a bun also!  Either way you get 3 nice size pieces of fish equal to a pound.  You can have your choice of sides, but I always get the small mac n cheese for my side.  The staff is always really friendly and service is prompt.  It's in a rough neighborhood, but the Rankin police station is right across the street.  Almost every visit there I have seen police officers inside mingling with the locals or picking up lunch orders.  Soon I plan to make a visit that's not a Friday during Lent to try other menu items.",4,mVHrayjG3uZ_RLHkLj-AMg,1,5,2015-03-06,review,1
-ke0O45_B6STtEqd5s_ANw,6A5nASW8_XRwDxV29cWGUQ,"Another divey place we have been going to for years. My dad's favorite, as he knows the original owners. Certain items on the menu are named after the kids. Huge portions, might have a bit of a wait some nights. Huge burgers, fish sandwiches, salads. Decent service.",0,mVHrayjG3uZ_RLHkLj-AMg,0,4,2015-03-08,review,0
FoFdGS2TjVUUXptBS_gdNQ,RgYjyaOkSY1b5r9wirrfIQ,"Love my hometown favorites. Cannot beat their fish sandwiches (although I do miss the buns as opposed to the sliced bread...stop that). Always will support Emil's
Other favorites include Reuben, Hawkins Avenue sandwich, Chrissy Club.",0,mVHrayjG3uZ_RLHkLj-AMg,0,4,2015-03-16,review,0
XN5PALUxEOxgUrhaXXAJzA,mzafz6umneP5CBkzHGGsfQ,"Emil's is a great place to eat! The prices are VERY reasonable, the portions are HUGE and everything I have ever ordered has been tasty and well prepared. The people who work there are so friendly, as are the customers who eat there. Ample free parking makes it easy to go there. I didn't worry about the area- the police station is right across the street. Don't leave the Burgh without having (1) their fish sandwich, and (2) their Reuben. You will be glad you ate there!",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2015-05-27,review,0
E5O8wsWiGLqoOVBmG84wcw,boU6hZwK-As9Zf7YHVq4GA,"I love everything about this place. The food is delicious (yes yes, the fish sandwiches, OK, I agree -- but DID YOU TRY THE MEATBALLS?? holy tamoley), I adore the staff, and I love that there are no windows -- it's its own little hermetically sealed 1950s world of delicious, real food and good people. Lots of places try to create this kind of ambiance, but it can't be manufactured. It takes decades of good food and good vibes.

Also, the food is really good. :)",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2015-07-02,review,0
k0a-uii8yr__Rl-9ipl_RA,e11K8g-0m66gDeRz3TgSIQ,"I had a hankering for some fried fish tonight and the fish fry at Maximilian Kolbe was going to close before I got home on the bus, and I suggested to my wife and 12 year-old daughter that we try Emil's lounge as WQED's Rick Seback loved the place as did Andrew Zimmern when he visited for the Bizarre Foods America episode featuring Pittsburgh.  

The place is in Rankin - a rough around the edges town in the Mon Valley between Swissvale and Braddock.  Don't be put off at first - the outside doesn't have much decoration to speak of and looks like the sort of place that you might think twice about it.  A TGI Fridays it isn't... And thank god for that.

The place is well-kept but a little dated -  no fripperies here.  But we're not here for the Decor - we're here for some dinner.  

The menu is basic with reasonable prices.  The meats and seafood are high quality and everything is made to order.  Their stuffed cabbage is regarded as the best in  Pittsburgh.  I love stuffed cabbage but I just made a batch a couple of weeks ago and I'm cabbaged out.  Their Ruebens are   also killer (our waitress raved about them).  My wife and I both settled on fish sandwiches.  These are true Pittsburgh fish Sammiches - fresh fried fish in crispy breading, crammed between enormous pillows of soft, yet chewy and crispy Mancini's Italian bread.  No adornments - just a boatload of hot crispy fish.  Emil's uses thick cod fillets piled high rather than a thin fillet that needs to be broken up to fit in the bun.  Truly a great sandwich.  My daughter had the BLT - looked good and on good bread and they weren't skimpy with the bacon.

The service was very pleasant and friendly and the crowd was a great group of folks.  We all had fun with 4 other tables when my wife pulled up a Trivial Pursuit game on her iPhone and pretty much everyone joined in and had a good laugh.

Overall, if you consider yourself a true Pittsburgher - you must visit this place.  It's one of the few places (Big Jim's in the Run is another) where the spirit of Pittsburgh is alive and hungry.  Please go.",1,mVHrayjG3uZ_RLHkLj-AMg,0,5,2015-11-06,review,1
LQUy7D5Bzb2WutEXhVg2Tw,MKEs8po2_DFt9msCp8w68A,"We have been coming here for over 30 years, consistantly good food and friendly staff. Vwey reasonably priced and large portions. The owner, Chrissy has taken what Emil started years ago and built it into a place we will return to again and again. Favorites are the fish and burgers, hard to pick one!",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2015-12-04,review,0
rtKuu--pSi1fkUekrVSVAg,GBz2JXMIypoBbVtSIH_r4w,"We had gone to the Frick Mansion for a tour and I told my friends we were stopping off for a lunch in Rankin. There wasn't much enthusiasm about the location but the reluctantly agreed.  We stopped in front and my wife said we aren't going in there are we? Well once the order the food and enjoyed the best Reuben,  fish sandwich and stuffed peppers they were sold. The owner came over and thanked us for stopping. She is a real asset to the place. The restrooms were spotless, which important to my wife. I have taken places where she had to hover  over the commode. I went back two days later for the hulushki. A real gem a perfect place to eat real comfort food. Don't forget the liver and onions.",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2015-12-15,review,0
qiczib2fO_1VBG8IoCGvVg,v59hvgI7A2EkFFuGkWZksQ,"Excellent fish sandwich, Wonderful Reuben Sandwich, even the stuffed cabbage tastes homemade.   Chrissy 
Is a delightful hostess and makes you feel welcome.  Restaurant personnel are pleasant.   I really enjoy visiting Emils when I'm in town   My only regret is that they are closed Mondays.   Worth the trip",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2015-12-16,review,0
fRMPvlxxMaEAHrQu5fP2cw,Pm6hPvRnV7dLMHpp7Yf9Wg,"I wouldnt say the best fish sandwich ive ever had...definitely a huge portion but rather bland and nothing special. Very nice people and good service but i would largely disagree with most of the reviews here. Atmosphere was quite drab, classic western pa corner bar but no windows, poorly lit, and overall fairly dismal.... Clientele seemed to be on deaths door, missing limbs and morbidly obese. Fries were frozen and under cooked. Meatballs were dry and bland as well. I had high hopes but left feeling disappointed, defeated, bloated and like i had swallowed the entire rustbelt in one bite...",0,mVHrayjG3uZ_RLHkLj-AMg,0,3,2016-01-21,review,0
5OumCBQ_MyQsltSdbMyunA,vtqE5Sy9qk74qiS6ybleoQ,"This is my fourth time but my first review. It never disappoints! Always home cooking, old school like grandma's house. Don't expect ambiance, but if you're hungry and want nice wait staff, (usually family) squeaky clean, great value and generous portions-way more than I can ever finish, Emil's is your place.

Tonight I had a cup of the chicken dumpling soup that was sooooo good! Very obviously home made. I had a side of onion rings that were perfectly cooked, which doesn't sound fancy, but I still couldn't finish. My husband had the chicken parm. Thursday is Italian night. It came with a huge salad, very fresh, an entire loaf of Italian bread, and a generous portion of nicely crisped and tender chicken breasts. Added to that, a side helping of ziti. My husband enjoyed it very much, the chicken was perfectly cooked. I'm a sauce snob, Italian, allergic to with an aversion to green peppers. To me, there was just a hint of green pepper in the sauce so I probably would avoid anything with red sauce at Emil's but that's just my quirk. I've had the stuffed cabbages there, the fried fish, Ruebens, burgers - all wonderful! Emil was and his family is of Serbian decent. Food is love. We love Emils!",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2016-02-22,review,0
09jLk1V4_0Cg9FJc97luHQ,oZvG231a9J_wzX_HRMzWtw,I remember the old man 20 years ago eating a giant size hamburger used asked me questions I miss those days food there is spectacular the fish is to die at four if you never been there just put it on your schedule of your things to do and I promise you you won't be sorry.,0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2016-03-13,review,0
hAT1Y7gf71TPJ6S-hRTO8Q,wjFPIigHK6I0qaBEypilRA,"Great food  & service every visit. They do so many things right there especially taking care of the customers.  I have always received a hello, a follow up on my food, a thank you and then a good bye.  Some many restaurants get away from these simple steps of service. I'm glad Emil's has not.",0,mVHrayjG3uZ_RLHkLj-AMg,0,4,2016-04-07,review,0
j9wgdbO7uToEr7Yb4MwnOw,SFeWP61QfW_lgpa2n9LzNw,"This is our second time here in two weeks.  We have always liked Emil's, but just haven't been out this way lately.  This is now going to change.  Last week we had the wonderful fish - it has always been good.  Last week we stopped on a Tuesday after golf.  The bartender recommended the special of the day - the Chicken Romano with garlic and olive oil pasta.  It was truly outstanding!  I can't wait to go back and have it again!  The homemade Tomato soup with Asiago cheese was delicious as well.  Thanks Chef Tony!",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2016-05-08,review,0
j9wgdbO7uToEr7Yb4MwnOw,PxrT9BbjY4QzRINGgT_0qw,"Chicken Romano (yes, again - it's that good). My husband had the Shrimp stuffed with crab - wow! Love, love! Thanks KK, great suggestions!",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2016-07-08,review,0
XN5PALUxEOxgUrhaXXAJzA,5iMYI_FQDtbSRJNkbniSaA,"I like this course. It's always very well maintained. The carts are in excellent shape, all electric and all equipped with GPS. The greens fees are extremely reasonable and many of the holes are challenging, even if you are a better golfer. It truly has a grand view up and down the Mon, from the Triangle and the Cathedral of Learning to Braddock, the Edgar Thompson Works, Kennywood and beyond. Yet, when you go a few more feet on the cart path, you are in the woods, alone with the abundant wildlife. One caveat- bring an abundant supply of balls. If you golf like I do, one sleeve will not be enough!",0,mYSpR_SLPgUVymYOvTQd_Q,0,5,2015-05-27,review,0
JRWpliEmVN3ghyh9NQr1yA,XGObgnRNEOPMyQ3B9lAlhg,"2nd time playing here. Was in the area for a bowling tournament so a group of us decided to come early and get a round of golf in. The course is hilly and challenging with readable and fairly flat greens. But, as the name suggests, what a Grand View of both the course as well as the surrounding areas. 
Carts are in excellent shape and provide you with electronic scoring and course GPS.  The folks here take pride in their course and take very good care of it.",0,mYSpR_SLPgUVymYOvTQd_Q,0,5,2016-04-26,review,0
BkSeJo9g0s1YY7FSPqXSyg,5idUtnXsCzXDYECjaRphqA,"Challenging but fun course! Bring plenty of extra balls, I am a novice and lost at least 5. Carts are in great condition and remind you to stay on the cart path (sometimes annoying when looking for balls but safety first) and guide you to the next hole. The pro was very nice and patient with our group as we had to delay teeing off for an hour due to parkway closures. Driving range is nothing to write home about but gets the job done for warming up. Beautiful views and lots of variety of length and layout of holes. I'll definitely be back!",0,mYSpR_SLPgUVymYOvTQd_Q,0,5,2016-07-10,review,0
